"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"02/20/2010","AQS","340010006","1","5.6","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/21/2010","AQS","340010006","1","6.9","ppb","9","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/22/2010","AQS","340010006","1","5.4","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/23/2010","AQS","340010006","1","0.1","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/24/2010","AQS","340010006","1","0.8","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/25/2010","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/26/2010","AQS","340010006","1","4.2","ppb","6","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/27/2010","AQS","340010006","1","4.3","ppb","6","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/28/2010","AQS","340010006","1","2.9","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/01/2010","AQS","340010006","1","2.2","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/02/2010","AQS","340010006","1","1.5","ppb","1","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/03/2010","AQS","340010006","1","0.6","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
