"Date","Source","Site ID","POC","Daily Max 1-hour SO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/14/2011","AQS","340010006","1","5.6","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/15/2011","AQS","340010006","1","5","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/16/2011","AQS","340010006","1","3.2","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/17/2011","AQS","340010006","1","3","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/18/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/19/2011","AQS","340010006","1","6.5","ppb","9","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/20/2011","AQS","340010006","1","3.8","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/21/2011","AQS","340010006","1","5.2","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/22/2011","AQS","340010006","1","3.8","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/23/2011","AQS","340010006","1","7.7","ppb","10","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/24/2011","AQS","340010006","1","5.5","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/25/2011","AQS","340010006","1","2.5","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/26/2011","AQS","340010006","1","1.9","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/27/2011","AQS","340010006","1","2.8","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/28/2011","AQS","340010006","1","3.7","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/29/2011","AQS","340010006","1","5.4","ppb","7","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/30/2011","AQS","340010006","1","6.1","ppb","9","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"01/31/2011","AQS","340010006","1","3.5","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/01/2011","AQS","340010006","1","1.2","ppb","1","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/02/2011","AQS","340010006","1","3.4","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/03/2011","AQS","340010006","1","3.3","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/04/2011","AQS","340010006","1","4.2","ppb","6","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/05/2011","AQS","340010006","1","2.2","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/06/2011","AQS","340010006","1","4.2","ppb","6","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/07/2011","AQS","340010006","1","2.3","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/08/2011","AQS","340010006","1","2.7","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/09/2011","AQS","340010006","1","3.9","ppb","4","Brigantine","21","88.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/10/2011","AQS","340010006","1","8.3","ppb","11","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/11/2011","AQS","340010006","1","2.9","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/12/2011","AQS","340010006","1","2.8","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/13/2011","AQS","340010006","1","2.8","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/14/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/15/2011","AQS","340010006","1","1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/16/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/17/2011","AQS","340010006","1","2","ppb","3","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/18/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/19/2011","AQS","340010006","1","0.9","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/20/2011","AQS","340010006","1","1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/21/2011","AQS","340010006","1","1.9","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/22/2011","AQS","340010006","1","3.5","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/23/2011","AQS","340010006","1","2.2","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/24/2011","AQS","340010006","1","1.8","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/25/2011","AQS","340010006","1","1.7","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/26/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/27/2011","AQS","340010006","1","3.2","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"02/28/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/01/2011","AQS","340010006","1","1.7","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/02/2011","AQS","340010006","1","2.5","ppb","3","Brigantine","22","92.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/03/2011","AQS","340010006","1","1.5","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/04/2011","AQS","340010006","1","0.7","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/05/2011","AQS","340010006","1","0.3","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/08/2011","AQS","340010006","1","2.6","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/09/2011","AQS","340010006","1","0.3","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/10/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/11/2011","AQS","340010006","1","1.2","ppb","1","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/12/2011","AQS","340010006","1","2.9","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/13/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/14/2011","AQS","340010006","1","1.2","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/15/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","22","92.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/16/2011","AQS","340010006","1","1.6","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/17/2011","AQS","340010006","1","1.9","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/18/2011","AQS","340010006","1","1.5","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/19/2011","AQS","340010006","1","0.9","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/20/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/21/2011","AQS","340010006","1","0.4","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/22/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","21","88.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/23/2011","AQS","340010006","1","0.4","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/26/2011","AQS","340010006","1","2.1","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/27/2011","AQS","340010006","1","1.2","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/28/2011","AQS","340010006","1","1.2","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/29/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/30/2011","AQS","340010006","1","2","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"03/31/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/01/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/02/2011","AQS","340010006","1","3.2","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/03/2011","AQS","340010006","1","1.9","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/04/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/05/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/06/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/07/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/08/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/09/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/10/2011","AQS","340010006","1","1.8","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/11/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/12/2011","AQS","340010006","1","1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/13/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/14/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/15/2011","AQS","340010006","1","0.3","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/16/2011","AQS","340010006","1","0.1","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/17/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/18/2011","AQS","340010006","1","0.9","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/19/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/20/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/21/2011","AQS","340010006","1","1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/22/2011","AQS","340010006","1","0.3","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/23/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/24/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/25/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/26/2011","AQS","340010006","1","0.4","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/27/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/28/2011","AQS","340010006","1","0.1","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/29/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"04/30/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/01/2011","AQS","340010006","1","1.5","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/02/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/03/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","22","92.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/04/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/05/2011","AQS","340010006","1","3.3","ppb","4","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/06/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/07/2011","AQS","340010006","1","2.2","ppb","3","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/08/2011","AQS","340010006","1","1.1","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/09/2011","AQS","340010006","1","0.8","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/10/2011","AQS","340010006","1","1.6","ppb","1","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/11/2011","AQS","340010006","1","0.4","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/12/2011","AQS","340010006","1","1.4","ppb","1","Brigantine","23","96.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/13/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/14/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/15/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/16/2011","AQS","340010006","1","0.5","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
"05/17/2011","AQS","340010006","1","0.2","ppb","0","Brigantine","24","100.0000","42401","Sulfur dioxide","12100","Atlantic City-Hammonton, NJ","34","New Jersey","001","Atlantic","39.464872","-74.448736"
